dateSold,lotAreaValue,priceChange,zestimate,initialPrice,bedrooms,longitude,latitude,listingStatus,zpid,rent,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,street,city,state,zip,currentPrice,loadDate
,0.0,0.0,855000.0,650000,3,-121.803215,37.307354,FOR_SALE,19806279,3499.0,1,2.0,1131,USA,USD,,true,1960 Postgate Ct,San Jose,CA,95121,650000.0,2024-03-13
,0.0,-168000.0,1039800.0,1000000,3,-121.8653,37.38144,FOR_SALE,124744332,3800.0,1,4.0,1587,USA,USD,,true,1132 Mallow Ter,San Jose,CA,95133,832000.0,2024-03-13
,871.0,0.0,1265100.0,1199000,3,-121.960365,37.41508,FOR_SALE,19489946,3927.0,1,3.0,1405,USA,USD,sqft,true,4242 Cosenza Loop,San Jose,CA,95134,1199000.0,2024-03-13
,0.0,0.0,0.0,1368000,3,-121.882416,37.37126,FOR_SALE,124746428,0.0,0,3.0,1851,USA,USD,,true,1350 Shore Dr,San Jose,CA,95131,1368000.0,2024-03-13
,0.0,0.0,1363800.0,1398800,4,-121.87895,37.373074,FOR_SALE,122248341,4096.0,0,4.0,2004,USA,USD,,true,1637 Mercado Way,San Jose,CA,95131,1398800.0,2024-03-13
,0.0,0.0,1286200.0,1198950,3,-121.89364,37.386017,FOR_SALE,19563632,3999.0,1,3.0,1790,USA,USD,,true,1230 Oregold Pl,San Jose,CA,95131,1198950.0,2024-03-13
,0.0,0.0,855000.0,650000,3,-121.803215,37.307354,FOR_SALE,19806279,3499.0,1,2.0,1131,USA,USD,,true,1960 Postgate Ct,San Jose,CA,95121,650000.0,2024-03-13
,0.0,-168000.0,1039800.0,1000000,3,-121.8653,37.38144,FOR_SALE,124744332,3800.0,1,4.0,1587,USA,USD,,true,1132 Mallow Ter,San Jose,CA,95133,832000.0,2024-03-13
,871.0,0.0,1265100.0,1199000,3,-121.960365,37.41508,FOR_SALE,19489946,3927.0,1,3.0,1405,USA,USD,sqft,true,4242 Cosenza Loop,San Jose,CA,95134,1199000.0,2024-03-13
,0.0,0.0,0.0,1368000,3,-121.882416,37.37126,FOR_SALE,124746428,0.0,0,3.0,1851,USA,USD,,true,1350 Shore Dr,San Jose,CA,95131,1368000.0,2024-03-13
,0.0,0.0,1363800.0,1398800,4,-121.87895,37.373074,FOR_SALE,122248341,4096.0,0,4.0,2004,USA,USD,,true,1637 Mercado Way,San Jose,CA,95131,1398800.0,2024-03-13
,0.0,0.0,1286200.0,1198950,3,-121.89364,37.386017,FOR_SALE,19563632,3999.0,1,3.0,1790,USA,USD,,true,1230 Oregold Pl,San Jose,CA,95131,1198950.0,2024-03-13
,0.0,0.0,855000.0,650000,3,-121.803215,37.307354,FOR_SALE,19806279,3499.0,1,2.0,1131,USA,USD,,true,1960 Postgate Ct,San Jose,CA,95121,650000.0,2024-03-13
,0.0,-168000.0,1039800.0,1000000,3,-121.8653,37.38144,FOR_SALE,124744332,3800.0,1,4.0,1587,USA,USD,,true,1132 Mallow Ter,San Jose,CA,95133,832000.0,2024-03-13
,871.0,0.0,1265100.0,1199000,3,-121.960365,37.41508,FOR_SALE,19489946,3927.0,1,3.0,1405,USA,USD,sqft,true,4242 Cosenza Loop,San Jose,CA,95134,1199000.0,2024-03-13
,0.0,0.0,0.0,1368000,3,-121.882416,37.37126,FOR_SALE,124746428,0.0,0,3.0,1851,USA,USD,,true,1350 Shore Dr,San Jose,CA,95131,1368000.0,2024-03-13
,0.0,0.0,1363800.0,1398800,4,-121.87895,37.373074,FOR_SALE,122248341,4096.0,0,4.0,2004,USA,USD,,true,1637 Mercado Way,San Jose,CA,95131,1398800.0,2024-03-13
,0.0,0.0,1286200.0,1198950,3,-121.89364,37.386017,FOR_SALE,19563632,3999.0,1,3.0,1790,USA,USD,,true,1230 Oregold Pl,San Jose,CA,95131,1198950.0,2024-03-13
,0.0,0.0,855000.0,650000,3,-121.803215,37.307354,FOR_SALE,19806279,3499.0,1,2.0,1131,USA,USD,,true,1960 Postgate Ct,San Jose,CA,95121,650000.0,2024-03-13
,0.0,-168000.0,1039800.0,1000000,3,-121.8653,37.38144,FOR_SALE,124744332,3800.0,1,4.0,1587,USA,USD,,true,1132 Mallow Ter,San Jose,CA,95133,832000.0,2024-03-13
,871.0,0.0,1265100.0,1199000,3,-121.960365,37.41508,FOR_SALE,19489946,3927.0,1,3.0,1405,USA,USD,sqft,true,4242 Cosenza Loop,San Jose,CA,95134,1199000.0,2024-03-13
,0.0,0.0,0.0,1368000,3,-121.882416,37.37126,FOR_SALE,124746428,0.0,0,3.0,1851,USA,USD,,true,1350 Shore Dr,San Jose,CA,95131,1368000.0,2024-03-13
,0.0,0.0,1363800.0,1398800,4,-121.87895,37.373074,FOR_SALE,122248341,4096.0,0,4.0,2004,USA,USD,,true,1637 Mercado Way,San Jose,CA,95131,1398800.0,2024-03-13
,0.0,0.0,1286200.0,1198950,3,-121.89364,37.386017,FOR_SALE,19563632,3999.0,1,3.0,1790,USA,USD,,true,1230 Oregold Pl,San Jose,CA,95131,1198950.0,2024-03-13
